2716884771	HLII
2716884390	Not Assigned
2716884672	5.1B-VII
2606217689	HLI
2716884599	5.1B-VII
2716884367	HLI
2716884749	Not Assigned
2716884748	Not Assigned
2716884425	HLII
2681813568	Not Assigned
2716884384	LLI
2716884502	HLI
2716884356	HLII
2716884278	HLII
2716884446	HLII
2606217559	HLII
2667527289	HLII
2716884462	Not Assigned
2667527322	HLI
2716884395	Not Assigned
2667527324	HLII
2667527318	Not Assigned
2667527338	HLII
2716884716	HLI
639857006	5.1A-IV
2716884658	HLI
2667527355	LLI
2667527372	Not Assigned
2716884417	HLII
2667527250	HLII
2716884669	5.1B-VII
2667527331	HLII
2667527311	Not Assigned
2846843569	LLIV
2716884694	Not Assigned
2716884372	HLII
2667527274	LLI
2716884784	HLII
2716884398	Not Assigned
2667527258	HLII
2716884759	LLIV
2667527349	HLII
2716884510	HLI
2563366603	5.1A-II
2667527240	HLII
2716884764	LLII/III
2667527369	LLII/III
2716884505	HLI
2716884437	HLII
2716884653	HLI
2716884484	HLI
2716884265	LLI
